DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200707303,03/11/2020 12:00:00 AM,03/11/2020 12:00:00 AM,415,7,Wilshire,727,1,310,BURGLARY,0325 0344 0601,30,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,100 S  LA BREA                      AV,,"340,736","-118,344"
200619536,12/22/2020 12:00:00 AM,12/22/2020 12:00:00 AM,220,6,Hollywood,622,1,310,BURGLARY,1402 1822 1609 0344 0329 1307,73,M,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,998,,,7900    WILLOW GLEN                  RD,,"341,182","-1,183,697"
201115032,10/23/2020 12:00:00 AM,10/21/2020 12:00:00 AM,2200,11,Northeast,1141,1,310,BURGLARY,344,30,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,2000 N  VERMONT                      AV,,"341,095","-1,182,958"
201010508,06/29/2020 12:00:00 AM,06/26/2020 12:00:00 AM,1445,10,West Valley,1033,1,310,BURGLARY,1822 0344 1414,0,M,W,721,HIGH SCHOOL,,,IC,Invest Cont,310,,,,18600    ERWIN                        ST,,"341,839","-1,185,382"
201105881,02/12/2020 12:00:00 AM,02/10/2020 12:00:00 AM,2200,11,Northeast,1141,1,310,BURGLARY,344,27,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800 N  EDGEMONT                     ST,,"341,036","-1,182,962"
201015722,12/04/2020 12:00:00 AM,12/04/2020 12:00:00 AM,200,10,West Valley,1027,1,310,BURGLARY,1822 1607 0344 1267 1420 1414,29,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,17300    MARLIN                       PL,,"341,966","-118,512"
200609145,04/16/2020 12:00:00 AM,04/15/2020 12:00:00 AM,1300,6,Hollywood,638,1,310,BURGLARY,344,33,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1800    GARFIELD                     PL,,"341,036","-1,183,107"
200512734,08/07/2020 12:00:00 AM,08/06/2020 12:00:00 AM,2100,5,Harbor,562,1,310,BURGLARY,1601 0344,55,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1100 W  14TH                         ST,,"337,316","-1,183,017"
200611621,06/21/2020 12:00:00 AM,06/21/2020 12:00:00 AM,1530,6,Hollywood,663,1,310,BURGLARY,1822 0344 1414 0321,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,6600    SANTA MONICA                 BL,,"340,907","-1,183,332"
200511695,07/11/2020 12:00:00 AM,07/11/2020 12:00:00 AM,316,5,Harbor,521,1,310,BURGLARY,0375 0329 1236 1609 0344,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,1900 N  GAFFEY                       ST,,"337,611","-1,182,929"
200613602,08/05/2020 12:00:00 AM,07/08/2020 12:00:00 AM,1200,6,Hollywood,632,1,310,BURGLARY,0344 0329 1609,55,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,7900 W  SUNSET                       BL,,"34,098","-1,183,623"
200511999,07/18/2020 12:00:00 AM,07/18/2020 12:00:00 AM,1630,5,Harbor,504,1,310,BURGLARY,0344 1601,26,M,H,221,PUBLIC STORAGE,,,AA,Adult Arrest,310,,,,1400 W  190TH                        ST,,"338,584","-1,183,018"
200401111,10/10/2020 12:00:00 AM,10/10/2020 12:00:00 AM,2010,4,Hollenbeck,466,1,310,BURGLARY,0344 2004 1402,0,F,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,MATHEWS,1ST,"340,432","-1,182,085"
201015661,12/02/2020 12:00:00 AM,11/16/2020 12:00:00 AM,1200,10,West Valley,1065,1,310,BURGLARY,1822 1606 0344 1267,53,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,17700    VENTURA                      BL,,"341,675","-1,185,226"
201007925,04/10/2020 12:00:00 AM,04/09/2020 12:00:00 AM,520,10,West Valley,1075,1,310,BURGLARY,1202 0344 1236 1420 1822,59,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,17900    VENTURA                      BL,,"341,636","-118,522"
200813524,08/30/2020 12:00:00 AM,08/21/2020 12:00:00 AM,2200,8,West LA,852,1,310,BURGLARY,1822 0344 1402 0358,53,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,998,,,1500    BROCKTON                     AV,,"340,409","-1,184,609"
200319279,10/23/2020 12:00:00 AM,10/21/2020 12:00:00 AM,1400,3,Southwest,362,1,310,BURGLARY,1822 0344 1601,57,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,4600    RODEO                        LN,,"340,203","-1,183,467"
200414131,10/21/2020 12:00:00 AM,10/20/2020 12:00:00 AM,1800,4,Hollenbeck,497,1,310,BURGLARY,0344 0329 1609,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,2800 E  12TH                         ST,,"34,021","-1,182,179"
200119753,10/20/2020 12:00:00 AM,10/20/2020 12:00:00 AM,2100,1,Central,118,1,310,BURGLARY,1414 1606 2004 1822 0344,0,X,X,213,WAREHOUSE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,,,200    WILHARDT                     ST,,"340,686","-1,182,266"
200908795,04/23/2020 12:00:00 AM,04/03/2020 12:00:00 AM,1150,9,Van Nuys,923,1,310,BURGLARY,0344 1822 0202,55,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,6600    BURNET                       AV,,"341,903","-1,184,629"
201111595,07/18/2020 12:00:00 AM,07/17/2020 12:00:00 AM,1030,11,Northeast,1171,1,310,BURGLARY,0344 1602 0397,52,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800    LUCILE                       AV,,"340,941","-118,276"
200608509,03/29/2020 12:00:00 AM,03/25/2020 12:00:00 AM,1100,6,Hollywood,621,1,310,BURGLARY,0344 0329 1607 0321,38,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2800 N  LAUREL CANYON                PL,,"341,211","-1,183,734"
201006362,02/23/2020 12:00:00 AM,02/23/2020 12:00:00 AM,1320,10,West Valley,1017,1,310,BURGLARY,0913 0344 1814 2038 1606 0314,46,F,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,310,,,,7300    PASO ROBLES                  AV,,"34,203","-1,185,024"
201105906,02/12/2020 12:00:00 AM,02/11/2020 12:00:00 AM,1800,11,Northeast,1143,1,310,BURGLARY,1402 1419 0344 1607,38,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,1900    MYRA                         AV,,"341,055","-1,182,805"
200216642,10/25/2020 12:00:00 AM,10/25/2020 12:00:00 AM,2050,2,Rampart,249,1,310,BURGLARY,1606 1822,30,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1100 W  6TH                          ST,,"340,541","-1,182,621"
200611397,06/14/2020 12:00:00 AM,06/14/2020 12:00:00 AM,525,6,Hollywood,657,1,310,BURGLARY,0358 1609 0344 1822,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,1000 N  WESTERN                      AV,,"340,888","-1,183,124"
201015512,11/28/2020 12:00:00 AM,11/28/2020 12:00:00 AM,1830,10,West Valley,1099,1,310,BURGLARY,0321 0389 0344 0352 1609 0306,60,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4100    VALLEY MEADOW                RD,,"34,145","-1,184,794"
201005125,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1552,10,West Valley,1023,1,310,BURGLARY,0344 1601 0358 0447 1820 1309 1310 0319 0329 0339,40,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,310,,,,19200    HART                         ST,,"341,975","-118,552"
200611622,06/21/2020 12:00:00 AM,06/21/2020 12:00:00 AM,720,6,Hollywood,643,1,310,BURGLARY,1822 0344,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,1600 N  LA BREA                      AV,,"341,007","-1,183,494"
200710805,06/22/2020 12:00:00 AM,05/30/2020 12:00:00 AM,2350,7,Wilshire,749,1,310,BURGLARY,1822 0344 0325 1607,40,F,W,406,OTHER STORE,,,IC,Invest Cont,310,,,,900    CRENSHAW                     BL,,"340,585","-1,183,262"
200811143,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,538,8,West LA,816,1,310,BURGLARY,1822 0344 1605 0349 1309 0394 1420,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,600    LEVERING                     AV,,"340,664","-118,452"
200414297,10/26/2020 12:00:00 AM,10/23/2020 12:00:00 AM,1430,4,Hollenbeck,479,1,310,BURGLARY,0344 0329 1602,0,M,W,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,310,,,,700 S  INDIANA                      ST,,"340,248","-1,181,956"
200712666,08/12/2020 12:00:00 AM,08/12/2020 12:00:00 AM,500,7,Wilshire,743,1,310,BURGLARY,1606 0344 0314,51,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,800 S  SPAULDING                    AV,,"340,581","-1,183,596"
201010197,06/18/2020 12:00:00 AM,05/30/2020 12:00:00 AM,100,10,West Valley,1017,1,310,BURGLARY,0344 1822 0382 1236 1607 1420 0351 0354 0325,0,M,O,217,AUTO REPAIR SHOP,,,IC,Invest Cont,310,,,,7500    BALBOA                       BL,,"342,067","-1,185,014"
200216425,10/20/2020 12:00:00 AM,10/20/2020 12:00:00 AM,2130,2,Rampart,299,1,310,BURGLARY,1402 0344 1602 1607 0307,0,X,X,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,310,998,,,800    VENICE                       BL,,"340,394","-1,182,744"
200705566,02/01/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1000,7,Wilshire,702,1,310,BURGLARY,1609,71,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,700 N  VISTA                        ST,,"340,836","-1,183,522"
201107890,03/31/2020 12:00:00 AM,03/23/2020 12:00:00 AM,1200,11,Northeast,1172,1,310,BURGLARY,0358 0344 0400,36,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,,,1300 N  OCCIDENTAL                   BL,,"340,828","-1,182,713"
200516550,11/12/2020 12:00:00 AM,11/12/2020 12:00:00 AM,1806,5,Harbor,551,1,310,BURGLARY,0321 0344 0358 1607 0209 0202,58,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,700 N  BANDINI                      ST,,"337,443","-1,183,088"
201007796,03/31/2020 12:00:00 AM,03/30/2020 12:00:00 AM,1815,10,West Valley,1028,1,310,BURGLARY,0344 1822 0321 1610,0,M,O,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,310,,,,6700    BALBOA                       BL,,"341,927","-1,185,011"
201006150,02/18/2020 12:00:00 AM,02/18/2020 12:00:00 AM,1745,10,West Valley,1097,1,310,BURGLARY,0344 0352 1609 1822 0321 0382,48,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,16400    WESTFALL                     PL,,"341,413","-118,493"
200216426,10/20/2020 12:00:00 AM,10/19/2020 12:00:00 AM,2100,2,Rampart,245,1,310,BURGLARY,1605 1822 0344 0209,48,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,400 S  LAKE                         ST,,"340,629","-1,182,741"
200509428,05/14/2020 12:00:00 AM,05/13/2020 12:00:00 AM,150,5,Harbor,529,1,310,BURGLARY,0358 0321 0344 1601,54,M,W,406,OTHER STORE,,,IC,Invest Cont,310,,,,1500 E  ANAHEIM                      ST,,"33,781","-1,182,436"
200216977,11/01/2020 12:00:00 AM,10/30/2020 12:00:00 AM,600,2,Rampart,251,1,310,BURGLARY,344,0,X,X,213,WAREHOUSE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,2700    WILSHIRE                     BL,,"340,609","-1,182,823"
200706696,02/26/2020 12:00:00 AM,02/26/2020 12:00:00 AM,830,7,Wilshire,755,1,310,BURGLARY,1609 0321 1501,32,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5300    PACKARD                      ST,,"340,499","-118,352"
201009368,05/26/2020 12:00:00 AM,05/26/2020 12:00:00 AM,358,10,West Valley,1015,1,310,BURGLARY,0344 1609 1822 0202 0206,0,M,W,408,AUTO SUPPLY STORE*,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,,,7300    RESEDA                       BL,,"34,203","-1,185,361"
200810500,06/11/2020 12:00:00 AM,06/09/2020 12:00:00 AM,2300,8,West LA,882,1,310,BURGLARY,0344 1606,36,M,W,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,310,,,,11400 W  OLYMPIC                      BL,,"340,371","-1,184,432"
201113745,09/18/2020 12:00:00 AM,09/16/2020 12:00:00 AM,1700,11,Northeast,1109,1,310,BURGLARY,1607 0344 0358,0,X,X,702,OFFICE BUILDING/OFFICE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,700    COLORADO                     BL,,"341,408","-1,181,825"
200809389,05/13/2020 12:00:00 AM,05/12/2020 12:00:00 AM,2030,8,West LA,815,1,310,BURGLARY,1822 0344,52,M,W,118,CONSTRUCTION SITE,,,IC,Invest Cont,310,,,,11100    MONTANA                      AV,,"340,704","-118,455"
201009143,05/19/2020 12:00:00 AM,05/17/2020 12:00:00 AM,1400,10,West Valley,1075,1,310,BURGLARY,1822 0344 0321 1607,0,M,W,218,BEAUTY/BARBER SHOP,,,IC,Invest Cont,310,,,,17900    VENTURA                      BL,,"341,636","-118,522"
201105304,01/31/2020 12:00:00 AM,01/18/2020 12:00:00 AM,1200,11,Northeast,1141,1,310,BURGLARY,0321 1609,65,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1900 N  NEW HAMPSHIRE                AV,,"341,054","-1,182,929"
200401142,10/26/2020 12:00:00 AM,10/26/2020 12:00:00 AM,1330,4,Hollenbeck,418,1,310,BURGLARY,0344 1607 1402,42,M,W,504,OTHER RESIDENCE,,,IC,Invest Cont,310,998,,,4200    CORONA                       DR,,"340,944","-1,181,727"
201109823,05/27/2020 12:00:00 AM,03/10/2020 12:00:00 AM,1100,11,Northeast,1115,1,310,BURGLARY,0397 0344 1822 0358 1607,42,F,W,221,PUBLIC STORAGE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,2300    COLORADO                     BL,,"341,395","-1,182,163"
200611273,06/10/2020 12:00:00 AM,06/10/2020 12:00:00 AM,1250,6,Hollywood,637,1,310,BURGLARY,1822 0325 0344,0,X,X,112,"BUS, SCHOOL, CHURCH",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,740,,,1700 N  GOWER                        ST,,"341,017","-1,183,224"
200514891,10/05/2020 12:00:00 AM,10/05/2020 12:00:00 AM,56,5,Harbor,585,1,310,BURGLARY,1604 1236 0329 0358,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,1800 S  PACIFIC                      AV,,"337,243","-1,182,963"
201109467,05/18/2020 12:00:00 AM,05/18/2020 12:00:00 AM,115,11,Northeast,1112,1,310,BURGLARY,1402 0304 0907 1020,76,M,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,310,998,,,4200    VERDUGO                      RD,,"341,271","-1,182,321"
201006835,03/05/2020 12:00:00 AM,03/04/2020 12:00:00 AM,1100,10,West Valley,1089,1,310,BURGLARY,1606 1822 0344 0321,68,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,16000    WOODLEY PARK                 LN,,"34,155","-1,184,828"
200216873,10/30/2020 12:00:00 AM,10/30/2020 12:00:00 AM,1245,2,Rampart,269,1,310,BURGLARY,1402 1822 1601 0344,30,F,B,101,STREET,,,IC,Invest Cont,310,998,,,700 S  BIXEL                        ST,,"340,507","-1,182,643"
200911448,06/23/2020 12:00:00 AM,06/07/2020 12:00:00 AM,1700,9,Van Nuys,941,1,310,BURGLARY,0344 0358 1602,28,F,O,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,15300    OXNARD                       ST,,"341,794","-1,184,662"
201011312,07/24/2020 12:00:00 AM,07/23/2020 12:00:00 AM,2200,10,West Valley,1049,1,310,BURGLARY,1822 1606 0344 0377 1414,0,M,W,144,GOLF COURSE*,,,AO,Adult Other,310,,,,16800    BURBANK                      BL,,"341,721","-1,184,994"
200216788,10/28/2020 12:00:00 AM,10/27/2020 12:00:00 AM,1800,2,Rampart,221,1,310,BURGLARY,0216 1822 0321 0378 1403,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,4100    BEVERLY                      BL,,"340,777","-1,182,961"
200808386,04/17/2020 12:00:00 AM,04/16/2020 12:00:00 AM,1800,8,West LA,897,1,310,BURGLARY,344,0,X,X,515,APARTMENT/CONDO COMMON LAUNDRY ROOM,,,IC,Invest Cont,310,,,,3300    LIVONIA                      AV,,"340,313","-1,183,921"
201104230,01/06/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1700,11,Northeast,1143,1,310,BURGLARY,1307 1608 0358 0334,0,X,X,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,3900    FOUNTAIN                     AV,,"341,053","-1,182,785"
201108414,04/16/2020 12:00:00 AM,04/11/2020 12:00:00 AM,2200,11,Northeast,1101,1,310,BURGLARY,0344 1607,50,M,W,144,GOLF COURSE*,,,IC,Invest Cont,310,,,,4700    CRYSTAL SPRINGS              DR,,"341,516","-1,182,859"
200319342,10/24/2020 12:00:00 AM,08/30/2020 12:00:00 AM,1300,3,Southwest,341,1,310,BURGLARY,1605 0913 0344 0360 1210,40,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800 S  DUNSMUIR                     AV,,"340,169","-1,183,635"
201016236,12/18/2020 12:00:00 AM,12/08/2020 12:00:00 AM,1530,10,West Valley,1079,1,310,BURGLARY,1609 1822 0321 1202 1414,61,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5100    GAVIOTA                      AV,,"341,622","-1,184,814"
200605646,02/04/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1730,6,Hollywood,667,1,310,BURGLARY,1601 1602 0344,52,M,H,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,5800    SANTA MONICA                 BL,,"340,944","-118,319"
200706157,02/15/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1200,7,Wilshire,706,1,310,BURGLARY,0344 1607,83,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,700 N  MC CADDEN                    PL,,"340,835","-1,183,374"
200120160,10/28/2020 12:00:00 AM,10/28/2020 12:00:00 AM,300,1,Central,163,1,310,BURGLARY,0325 0344 0329,19,X,X,406,OTHER STORE,,,IC,Invest Cont,310,,,,BROADWAY,8TH                          ST,"340,437","-1,182,547"
200614036,08/15/2020 12:00:00 AM,08/15/2020 12:00:00 AM,1200,6,Hollywood,644,1,310,BURGLARY,0344 1601,42,F,B,503,HOTEL,,,IC,Invest Cont,310,,,,7300 W  SUNSET                       BL,,"34,098","-1,183,496"
200414315,10/26/2020 12:00:00 AM,10/25/2020 12:00:00 AM,2100,4,Hollenbeck,471,1,310,BURGLARY,0344 0329 1602,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,500 S  ANDERSON                     ST,,"340,401","-1,182,245"
200913848,08/22/2020 12:00:00 AM,08/22/2020 12:00:00 AM,1515,9,Van Nuys,966,1,310,BURGLARY,0344 0397 0358 1203 1420,61,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,4700    WOODMAN                      AV,,"34,156","-1,184,312"
200611311,06/11/2020 12:00:00 AM,05/30/2020 12:00:00 AM,1700,6,Hollywood,645,1,310,BURGLARY,1822 0325 0344 1609,0,X,X,201,JEWELRY STORE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,7000 W  HOLLYWOOD                    BL,,"341,015","-1,183,425"
200815620,10/23/2020 12:00:00 AM,10/23/2020 12:00:00 AM,545,8,West LA,897,1,310,BURGLARY,0314 1822,32,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,3300    CASTLE HEIGHTS               AV,,"340,312","-118,4"
200115231,07/23/2020 12:00:00 AM,07/23/2020 12:00:00 AM,200,1,Central,138,1,310,BURGLARY,0325 1822 1607 1414 0344 0329 1402,0,X,X,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,310,998,,,300 E  4TH                          ST,,"340,468","-1,182,415"
200120122,10/28/2020 12:00:00 AM,10/27/2020 12:00:00 AM,2000,1,Central,162,1,310,BURGLARY,1402 1609 0344 0324 1822 1414 0329,0,X,X,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,998,,,800 S  HOPE                         ST,,"34,046","-1,182,595"
200812080,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,840,8,West LA,839,1,310,BURGLARY,1414 1309 0317 1609 0321 0344 1822,49,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1900    FOX HILLS                    DR,,"340,565","-118,42"
200812757,08/08/2020 12:00:00 AM,07/13/2020 12:00:00 AM,1716,8,West LA,841,1,310,BURGLARY,1822 1607 1420,0,X,X,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,310,,,,12100    WILSHIRE                     BL,,"340,436","-118,468"
200807844,03/30/2020 12:00:00 AM,03/27/2020 12:00:00 AM,2000,8,West LA,842,1,310,BURGLARY,0358 1607 0321 0344 1822,0,X,X,721,HIGH SCHOOL,,,IC,Invest Cont,310,,,,11800    TEXAS                        AV,,"340,461","-1,184,609"
201114022,09/26/2020 12:00:00 AM,09/17/2020 12:00:00 AM,1600,11,Northeast,1172,1,310,BURGLARY,344,37,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,2900    SWAN                         PL,,"340,908","-1,182,669"
200813560,08/31/2020 12:00:00 AM,08/28/2020 12:00:00 AM,1800,8,West LA,881,1,310,BURGLARY,1822 0321 1414,57,F,A,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,11600 W  OLYMPIC                      BL,,"340,353","-118,446"
200915705,10/09/2020 12:00:00 AM,10/08/2020 12:00:00 AM,1830,9,Van Nuys,946,1,310,BURGLARY,0344 0329 0358 1609,98,F,W,249,NURSERY/FLOWER SHOP,,,IC,Invest Cont,310,,,,13700    BURBANK                      BL,,"341,721","-1,184,319"
200319725,11/01/2020 12:00:00 AM,11/01/2020 12:00:00 AM,1800,3,Southwest,362,1,310,BURGLARY,1822 0344 0321 1202 1606,26,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,3900    ROXANNE                      AV,,"340,148","-1,183,487"
200715399,10/28/2020 12:00:00 AM,10/23/2020 12:00:00 AM,2300,7,Wilshire,711,1,310,BURGLARY,1607 1601 0344,48,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,300 N  LA CIENEGA                   BL,,"340,761","-1,183,766"
200710961,06/25/2020 12:00:00 AM,06/23/2020 12:00:00 AM,2330,7,Wilshire,732,1,310,BURGLARY,1300 1606 0344,35,M,W,108,PARKING LOT,,,IC,Invest Cont,310,,,,600 S  FAIRFAX                      AV,,"340,665","-1,183,662"
200913657,08/18/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1430,9,Van Nuys,909,1,310,BURGLARY,0344 1601 0358 1608,33,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,310,,,,7300    WOODMAN                      AV,,"342,031","-1,184,313"
200216966,11/01/2020 12:00:00 AM,11/01/2020 12:00:00 AM,430,2,Rampart,238,1,310,BURGLARY,0314 1822 1605 1300 0342 0361,31,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,300 N  BOYLSTON                     ST,,"340,642","-118,257"
200215823,10/05/2020 12:00:00 AM,10/03/2020 12:00:00 AM,1000,2,Rampart,257,1,310,BURGLARY,2000 1605 0344 0913 1814 0354 1202 2021,61,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310,,,,1200    INGRAHAM                     ST,,"340,523","-1,182,653"
200514323,09/19/2020 12:00:00 AM,09/19/2020 12:00:00 AM,100,5,Harbor,541,1,310,BURGLARY,0314 0344,22,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1400    BRETT                        PL,,"337,553","-1,183,056"
201110603,06/19/2020 12:00:00 AM,06/19/2020 12:00:00 AM,40,11,Northeast,1184,1,310,BURGLARY,0375 0344 1609,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,1500 W  SUNSET                       BL,,"340,812","-118,252"
200816076,11/05/2020 12:00:00 AM,11/05/2020 12:00:00 AM,100,8,West LA,859,1,310,BURGLARY,0314 1403 0377 1822 1606 0344,29,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700 S  GARTH                        AV,,"340,448","-1,183,781"
201110875,06/26/2020 12:00:00 AM,06/26/2020 12:00:00 AM,1245,11,Northeast,1169,1,310,BURGLARY,344,37,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,310,,,,200 S  AVENUE 50,,"341,036","-1,182,011"
200506003,02/18/2020 12:00:00 AM,02/17/2020 12:00:00 AM,1630,5,Harbor,528,1,310,BURGLARY,1607 1401 1601 0321 0344 0329 1402,0,X,X,203,OTHER BUSINESS,,,AA,Adult Arrest,310,998,,,1300 E  PACIFIC COAST                HY,,"337,909","-1,182,479"
200319741,11/01/2020 12:00:00 AM,10/28/2020 12:00:00 AM,1900,3,Southwest,308,1,310,BURGLARY,1601 1822 0344,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,800 W  21ST                         ST,,"340,349","-1,182,797"
200814863,10/04/2020 12:00:00 AM,10/04/2020 12:00:00 AM,1615,8,West LA,892,1,310,BURGLARY,2004 0344 0321 1601 1402,44,M,A,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,AA,Adult Arrest,310,998,,,11500    GATEWAY                      BL,,"340,324","-118,442"
200319426,10/26/2020 12:00:00 AM,10/26/2020 12:00:00 AM,1230,3,Southwest,311,1,310,BURGLARY,1822 1612 0344 1202,61,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5300    CARLIN                       ST,,"340,299","-1,183,595"
